case_id,case_family_id,origin_country,origin_state,court_name,court_level,court_level_confidence,decision_date,case_number_or_citation,primary_domain,case_domain,liability_theories,secondary_tags,analysis_split,main_source_case_id,lower_court_supplemented,lower_court_case_ids,fact_sufficiency_score,neutral_fact_source_language,neutral_fact_source_chars,neutral_fact_ko_chars,neutral_fact_en_chars,jurisdiction_salience_level,jurisdiction_salience_tags,remedy_salience_level,legal_leakage_status,jurisdiction_leakage_status,translation_equivalence_status,source_grounding_status,final_eligible,raw_text_sha256,neutral_fact_source_sha256,neutral_fact_ko_sha256,neutral_fact_en_sha256
US_47210f2421779c756f,FAM_7c1f6ce65b9cf7df,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2009-06-15,971 A.2d 1202; 601 Pa. 233,medical_professional_liability,medical_professional_liability,[],[],confirmatory,US_47210f2421779c756f,False,[],7,en,1047,570,1047,low,[],low,pass,pass,pass,pass,True,25f17cdaf476803218e1be340acc9dda1430612c554b14bc4f6f2dc43652d635,dcd9f1e00b0d063a84c50e14d690feca3aec7d0e43d650b203b67aad560d7373,ab69db02eb845533921104cfe1e20fd62d7bf0e64cc658e156276e0242c818b8,dcd9f1e00b0d063a84c50e14d690feca3aec7d0e43d650b203b67aad560d7373
US_2b3ba71069d1e5eab9,FAM_9df681ebb545ae79,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2018-10-17,195 A.3d 197,medical_professional_liability,medical_professional_liability,[],[],confirmatory,US_2b3ba71069d1e5eab9,False,[],7,en,2463,1302,2463,low,[],low,pass,pass,pass,pass,True,5e1b6d47166b039e5406ffb50d312b708fc38f740cd4682e64ad5c8f329b653b,b0cf6732bf67aac7e427a0563d82d494e611f614ec98eaffcafd364f0fa992ae,8bee25aa08e05784c7f9f06a7899f8dc22d8725d856bfdf465f1a0dbde85e6e2,b0cf6732bf67aac7e427a0563d82d494e611f614ec98eaffcafd364f0fa992ae
US_57290d297c1a43a6d4,FAM_4dbfac8e4b473363,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2011-04-04,15 A.3d 479; 609 Pa. 353,medical_professional_liability,medical_professional_liability,"[""vicarious_liability""]","[""vicarious_liability""]",confirmatory,US_57290d297c1a43a6d4,False,[],7,en,4437,2523,4437,low,[],low,pass,pass,pass,pass,True,6ad935523e19ee111789aef849a08315771667210443b7e4fa252d9f95f99662,cb85380234635b75d5c377180a9e1ad19ff5c404e037db35e80966e0459cc73e,f2f104c76e7314a2f8cd81e58cf1ff14ecb36d93342eac6d2da367da9705d7c2,cb85380234635b75d5c377180a9e1ad19ff5c404e037db35e80966e0459cc73e
US_acb942a605c65e06f0,FAM_5aaf413e43000e79,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2023-07-19,,other_civil_liability,other_civil_liability,"[""intentional_misconduct"",""punitive_or_multiple_damages_salient""]","[""intentional_misconduct"",""punitive_or_multiple_damages_salient""]",confirmatory,US_acb942a605c65e06f0,False,[],7,en,3207,2033,3207,low,[],low,pass,pass,pass,pass,True,8f7d19c87919d11d82ac89e804ebd2d2e0820f1a21b73cb28faa1b0be13bd49a,d3be6c2fdfb660229e6f60845a3305a91ad12a787998441901f0098006d53e88,94b8f5cfb393bc2334904be964cce87298b8142b7cbebd37c7b3a15add79e186,d3be6c2fdfb660229e6f60845a3305a91ad12a787998441901f0098006d53e88
US_6e94c6d394acfdcdc7,FAM_52cc0a2a936b3d3c,US,Pennsylvania,Supreme Court of Pennsylvania,supreme,high,2007-07-18,928 A.2d 186; 593 Pa. 20,other_civil_liability,other_civil_liability,"[""punitive_or_multiple_damages_salient""]","[""punitive_or_multiple_damages_salient""]",confirmatory,US_6e94c6d394acfdcdc7,False,[],7,en,1982,1195,1982,low,[],low,pass,pass,pass,pass,True,4733273db8138194136fed3f0ca5ce258448bc2a6b6c81838a29b1e6f17a86e6,4d99facac75131b081c1c07a7be4017499b9e96453b9b3eb09467e28561a3741,ca60848e1bd4d95748628c5ea547a2ac671c64c0f1544880d72d61b69fc9a38c,4d99facac75131b081c1c07a7be4017499b9e96453b9b3eb09467e28561a3741
US_78f2e4c0127c877a51,FAM_1bdce1476429d387,US,Michigan,Michigan Supreme Court,supreme,high,2010-06-18,785 N.W.2d 1; 486 Mich. 228,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death"",""comparative_fault""]","[""wrongful_death"",""comparative_fault""]",development,US_78f2e4c0127c877a51,False,[],7,en,778,471,778,low,[],low,pass,pass,pass,pass,True,b48b43181f7e90f8509ea25d109bf011d06f2f0a72e9565fd510bc42225b1952,049be3243a4a8f2959d67056c7d3f1036233c7b49e9a63f5c820b4662de76825,23f726d873d194d5013fc78ea74932a3173ed52d78944a1d0c797d74ced538a5,049be3243a4a8f2959d67056c7d3f1036233c7b49e9a63f5c820b4662de76825
US_5e6f9cfe4d6f03fb7f,FAM_8bded1dd4aeaccf3,US,Michigan,Michigan Supreme Court,supreme,high,2000-07-26,615 N.W.2d 17; 463 Mich. 1,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_5e6f9cfe4d6f03fb7f,False,[],7,en,1229,670,1229,low,[],low,pass,pass,pass,pass,True,fc85820822a6eee935f05905d23c61e98dd8914022c3aedc04456cb93ee9be3d,e41a59103c434d99aaa8d9b18205b688bba85c78da5a4519de173415b119a586,dc3e69d6be580412face58198f1e3d7b508ee4601811c4a5eb6b54ba75777827,e41a59103c434d99aaa8d9b18205b688bba85c78da5a4519de173415b119a586
US_00f7c6571f18d3c66e,FAM_23aacf1b86c720b8,US,Michigan,Michigan Supreme Court,supreme,high,2012-08-20,492 Mich. 730,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_00f7c6571f18d3c66e,False,[],7,en,1782,1092,1782,low,[],low,pass,pass,pass,pass,True,9d8981a6b15167b625f71708258ebdb569e81085a9a86943bafdbc545a0fbac6,7fa868de2d09ead2decae30dd62adfcb2623eead60a61deb69cb616a5552bffa,beb2e362f4bd3b32b996abe051475537d00e1a55ad25f8a3c9437aed602c0e15,7fa868de2d09ead2decae30dd62adfcb2623eead60a61deb69cb616a5552bffa
US_f42baf15f4f65533de,FAM_c125485f7f110d15,US,Michigan,Michigan Supreme Court,supreme,high,2010-01-05,783 N.W.2d 124,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_f42baf15f4f65533de,False,[],7,en,1036,689,1036,low,[],low,pass,pass,pass,pass,True,8c6d67594898c46ef659fa60354fa3bfc5b55cfcbb81e33efe74538997ee6dda,789c6653b6224445b83207246b0b51af745958d254a19b34dab2c6446c68346f,13efb217c520d645c9528e959305951d6f7650d37dcecb64d32f57c25f997903,789c6653b6224445b83207246b0b51af745958d254a19b34dab2c6446c68346f
US_157a99d9bc34ad07c0,FAM_c1920e20f8735f5d,US,Michigan,Michigan Supreme Court,supreme,high,2000-07-28,615 N.W.2d 702; 463 Mich. 143,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_157a99d9bc34ad07c0,False,[],7,en,1886,1048,1886,low,[],low,pass,pass,pass,pass,True,975405de34cdf2d9f2757e81966d7045146866b7230c15bfa26565a9c23d5d60,5c0053f4763614bcfc319195da64be820e242362d7bbb25e6e9e104cfc5c764d,06527b3bc0b1b5d798229b5f7f187acd4c6f72171f73656699438f3936018d27,5c0053f4763614bcfc319195da64be820e242362d7bbb25e6e9e104cfc5c764d
US_9c0d0f392a9c3505c1,FAM_231d88cb8212ab4d,US,Michigan,Michigan Supreme Court,supreme,high,2000-09-19,614 N.W.2d 88; 462 Mich. 591,general_negligence_personal_injury,general_negligence_personal_injury,"[""premises_liability""]","[""premises_liability""]",confirmatory,US_9c0d0f392a9c3505c1,False,[],7,en,843,602,843,low,[],low,pass,pass,pass,pass,True,5419a6edbde4fc00fae01d607429a58ee589ad3c1fe26ba410f51c9228c2b931,de0417d8c3749af23adb4b439b712a379c3dab23ec3034b743e851474d30b6e1,0080644167db1264ace2041ca02db191bb47233e0911c3452a414721500099ed,de0417d8c3749af23adb4b439b712a379c3dab23ec3034b743e851474d30b6e1
US_2dc42d5d55548348de,FAM_7ca7eab46aebf1de,US,Michigan,Michigan Supreme Court,supreme,high,2023-07-28,,general_negligence_personal_injury,general_negligence_personal_injury,"[""premises_liability"",""comparative_fault""]","[""premises_liability"",""comparative_fault""]",development,US_2dc42d5d55548348de,False,[],7,en,990,560,990,low,[],low,pass,pass,pass,pass,True,99a025fdd72e8f52e346ce93dca4cc73753e187a8d12cd1d328a44db283d6ef6,57d0043db5a2072f104ce356891a660e56de0f4989a0843a73c8e49b29ac9c09,7bd9b0dbb9819377dafbed08c592a196a1d0c94e5ff3f021183ba7ab97c64625,57d0043db5a2072f104ce356891a660e56de0f4989a0843a73c8e49b29ac9c09
US_624564663f55368864,FAM_b8a309efc9609568,US,Michigan,Michigan Supreme Court,supreme,high,2007-05-02,731 N.W.2d 29; 477 Mich. 280,medical_professional_liability,medical_professional_liability,"[""vicarious_liability""]","[""vicarious_liability""]",confirmatory,US_624564663f55368864,False,[],7,en,1537,942,1537,low,[],low,pass,pass,pass,pass,True,5d5164301d608c31bce8721a409415a6b06cec29897d4e89228d38417606bd97,8b680f7607d8247816bb6e2c385ea9f570a0f5eb3736f003b3fa75aeaab1251e,4f8962314ba7d173f27665b8621675b1992085368655609de12b95626a394b82,8b680f7607d8247816bb6e2c385ea9f570a0f5eb3736f003b3fa75aeaab1251e
US_c494ba6285904ce918,FAM_4a2bcaf6eda4df8d,US,Michigan,Michigan Supreme Court,supreme,high,2011-07-11,489 Mich. 355,medical_professional_liability,medical_professional_liability,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,US_c494ba6285904ce918,False,[],7,en,1907,1085,1907,low,[],low,pass,pass,pass,pass,True,4e28b688bef41b42be0067eb70c850efba75169553e46e64e05922509e30cdb7,240ecc08d60d620045ca1e51389cc9fa596ca57ec04414f0a76e7a44ca3c12e8,053ffaa347f2453520769b3f312066513a16a80a6b2f92866d79f38b02d5a32d,240ecc08d60d620045ca1e51389cc9fa596ca57ec04414f0a76e7a44ca3c12e8
US_7cae584411e6f22f4b,FAM_63daa57cb598869a,US,Michigan,Michigan Supreme Court,supreme,high,2004-07-23,,medical_professional_liability,medical_professional_liability,"[""vicarious_liability""]","[""vicarious_liability""]",confirmatory,US_7cae584411e6f22f4b,False,[],7,en,1977,1189,1977,low,[],low,pass,pass,pass,pass,True,a563b214dedf76572b6efd4c22a9cb404cb3a08946437d4df062f6efd118ac90,32679704919762e3318251eb0cebd9b07d6f38efa0db48d8ecb70334ee24f8bd,ba8cb078b3a741fcab26ee42c517e30a542d887ceeb8efb45014ca3f26827987,32679704919762e3318251eb0cebd9b07d6f38efa0db48d8ecb70334ee24f8bd
US_0abf417417190c2e89,FAM_6f7168534c910f14,US,Michigan,Michigan Supreme Court,supreme,high,2018-02-07,,medical_professional_liability,medical_professional_liability,[],[],confirmatory,US_0abf417417190c2e89,False,[],7,en,393,246,393,low,[],low,pass,pass,pass,pass,True,474444bad546363b430dbfa5003ca89258998363d2966833c9c945813e4e2b5c,75149d45c456ca479f02bc44c2862035590d79d6a9fcc04641f3da44b436967e,978fb4aaa63d02a55fb0f52b1a06bd973b609360d36db570360e862f95963a36,75149d45c456ca479f02bc44c2862035590d79d6a9fcc04641f3da44b436967e
US_861576769645010c57,FAM_1c60ea25605a81de,US,Michigan,Michigan Supreme Court,supreme,high,2006-07-31,,medical_professional_liability,medical_professional_liability,[],[],confirmatory,US_861576769645010c57,False,[],7,en,2226,1220,2226,low,[],low,pass,pass,pass,pass,True,98d6ab43f6bc40e8c3c6417f8fdfe22bae0f30567fc0e6390e57c6285403251c,a16ce176993974bc9fd92dbbab41c9e6acd7e4be93dabce33a3e3f0c5ed0f16e,c9eec395b7d687bed9bb56a844e287ac1d4c491f6448e81ceb401285649b933e,a16ce176993974bc9fd92dbbab41c9e6acd7e4be93dabce33a3e3f0c5ed0f16e
US_9cac14d9a55b155cd4,FAM_a00be724f84549a3,US,Michigan,Michigan Supreme Court,supreme,high,2004-07-23,684 N.W.2d 296; 471 Mich. 67,medical_professional_liability,medical_professional_liability,"[""vicarious_liability""]","[""vicarious_liability""]",development,US_9cac14d9a55b155cd4,False,[],7,en,5321,3142,5321,low,[],low,pass,pass,pass,pass,True,35c4823971e8bc12dc5908069916397e416bab778f9db5e9c713c367bba42170,958814df230854cdf0df687222781330fec11448c9e235cb85bfd0f4b8747df9,f68c3744bdda16618971c092598ad7dbd1c9891c6563c99877cdc6df06c2bec8,958814df230854cdf0df687222781330fec11448c9e235cb85bfd0f4b8747df9
US_b473e7585c6e5638dd,FAM_dd7de666997dd1c6,US,Michigan,Michigan Supreme Court,supreme,high,2017-12-06,918 N.W.2d 645; 502 Mich. 509,medical_professional_liability,medical_professional_liability,"[""vicarious_liability"",""premises_liability""]","[""vicarious_liability"",""premises_liability""]",confirmatory,US_b473e7585c6e5638dd,False,[],7,en,1268,852,1268,low,[],low,pass,pass,pass,pass,True,dedf5d0218bdeef401e8bb2bcf9108091139187a89c80da62310ac43d23800b9,1a821b7ce1c15810e8a6038b0cdfdf38502054f9329ca416d0d34dcb22617bf6,4a7db602e39504b714acd5e81b12803b4a38cfb439ccb7b739b358f073984727,1a821b7ce1c15810e8a6038b0cdfdf38502054f9329ca416d0d34dcb22617bf6
US_0cdf24e76568435f05,FAM_d860879612c79aaf,US,Michigan,Michigan Supreme Court,supreme,high,2006-07-31,476 Mich. 545,medical_professional_liability,medical_professional_liability,[],[],confirmatory,US_0cdf24e76568435f05,False,[],7,en,902,454,902,low,[],low,pass,pass,pass,pass,True,2ad6592d68bfbb671cdab06e898f78df58538b10c235aaa8ba53f2ff53d394c0,bd2a5efe06d29f37cce6a2763f3b5f83fe74928b1121481264aefc679f1f8dda,483f299123f7155bb31b81609545bf43f0b01e53ded910564e45ebd1267fece4,bd2a5efe06d29f37cce6a2763f3b5f83fe74928b1121481264aefc679f1f8dda
US_6dff55c6853f31d0a6,FAM_02a2c1162c8c9e2d,US,Michigan,Michigan Supreme Court,supreme,high,2022-07-07,,medical_professional_liability,medical_professional_liability,[],[],confirmatory,US_6dff55c6853f31d0a6,False,[],7,en,2320,1407,2320,low,[],low,pass,pass,pass,pass,True,b5d537147f816a9ab8a8699d254f8127f380fbfc0f4288310d077f3d64daa016,a5a58dec1ad504576b3b8b494467ddfddc2904c58d16f6820931c3312a8f68c9,b2c5ee7ec5a2d33d8b212d1326a40547d933d4bb5d4860913004b1c9776efd30,a5a58dec1ad504576b3b8b494467ddfddc2904c58d16f6820931c3312a8f68c9
US_f72de5a85fdd45cf64,FAM_2c84f95607c4d9a8,US,Michigan,Michigan Supreme Court,supreme,high,2008-07-02,751 N.W.2d 44; 481 Mich. 558,medical_professional_liability,medical_professional_liability,[],[],confirmatory,US_f72de5a85fdd45cf64,False,[],7,en,656,351,656,low,[],low,pass,pass,pass,pass,True,99d2d24b3c27af5542216d4726c8d7607cf8d27dbf7eb8f5b785c84837a47f0c,75c52ba4176ce10d0c4c1e8fa384dd171f6a6d8fb810f5b6d53e019c3d54889b,28131d5da4da61626f7a7a771f8a8fd8448837ccb29ad224b478effee1f30657,75c52ba4176ce10d0c4c1e8fa384dd171f6a6d8fb810f5b6d53e019c3d54889b
US_36fd5aae9fa72a7fbb,FAM_8416425556fd088e,US,Michigan,Michigan Supreme Court,supreme,high,2004-04-14,677 N.W.2d 813; 469 Mich. 642,medical_professional_liability,medical_professional_liability,"[""wrongful_death""]","[""wrongful_death""]",development,US_36fd5aae9fa72a7fbb,False,[],7,en,1206,753,1206,low,[],low,pass,pass,pass,pass,True,f13d36e0025f1ac06225cd9d6ab70588a476d392a8b0d838b605d6603a4e2b56,62f56d182a5b365d57a29be1852560885377be03270c34d2b15d979e10c9243b,2cfcb01379f6a07ccc66fb0ce7ae7950cbf9fb6ae2e88fbac30c35b07b4c2f08,62f56d182a5b365d57a29be1852560885377be03270c34d2b15d979e10c9243b
US_71162df598a424d867,FAM_3abe5261ce4947d2,US,Michigan,Michigan Supreme Court,supreme,high,2008-06-11,750 N.W.2d 121; 481 Mich. 169,medical_professional_liability,medical_professional_liability,"[""vicarious_liability""]","[""vicarious_liability""]",confirmatory,US_71162df598a424d867,False,[],7,en,970,535,970,low,[],low,pass,pass,pass,pass,True,e3c5025190324869014183abd818e905524050f8b7d6bf00fe586d61a5f459a2,b873bbee97c733854624bf30d34de053a84e774a41cedd90f5c2ecd0f0713df3,f8172089dab81de778a194494b46be301b9dca893169b6959a9abdbe81f7e57a,b873bbee97c733854624bf30d34de053a84e774a41cedd90f5c2ecd0f0713df3
US_02bde060086590cc77,FAM_2dfca7552d90e9a9,US,Michigan,Michigan Supreme Court,supreme,high,2021-07-30,,medical_professional_liability,medical_professional_liability,[],[],confirmatory,US_02bde060086590cc77,False,[],7,en,1608,942,1608,low,[],low,pass,pass,pass,pass,True,3fb2acde6e2a1bd6b7ef659c7937d4200ced3e84102976fd56f58cd8a75b25f0,be5e36a83fdeffafae1595b708c47fed7f16869221ebcd799b48a170f06b0d99,6acdec2f849680a7d0bb163c962c56abae111a6d25b668ccf6abb9807e948d95,be5e36a83fdeffafae1595b708c47fed7f16869221ebcd799b48a170f06b0d99
US_9652590cf5c0086fbf,FAM_63d2ae64e78bd537,US,Michigan,Michigan Supreme Court,supreme,high,2009-04-24,763 N.W.2d 919; 483 Mich. 965,medical_professional_liability,medical_professional_liability,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,US_9652590cf5c0086fbf,False,[],7,en,622,385,622,low,[],low,pass,pass,pass,pass,True,9426ea99ff6c1540fa7cd7353cec2a47a905483795bdd18d41079cdbe3c3023e,8b0c93fd354bf815c37efcaa0e6b77782359309e12b18ce1b4c45c5343ad0396,fcdfcabfb7441f8dfd8c78480a7c283bcc69afc51ba4d5a387289f614782884e,8b0c93fd354bf815c37efcaa0e6b77782359309e12b18ce1b4c45c5343ad0396
US_f360178db4c0409aa2,FAM_4390a16a35c89e90,US,Michigan,Michigan Supreme Court,supreme,high,2011-08-01,490 Mich. 239,medical_professional_liability,medical_professional_liability,"[""vicarious_liability"",""respondeat_superior"",""wrongful_death""]","[""vicarious_liability"",""respondeat_superior"",""wrongful_death""]",confirmatory,US_f360178db4c0409aa2,False,[],7,en,1661,1032,1661,low,[],low,pass,pass,pass,pass,True,b8b4790cde1bfd7ec319d1d07f2b04daf493c04e6a0abf34fb70c9eea6f08834,c428901403363845aa1329dd6dbcd9a131e726f680cb5886e29b9eb95e0ab94d,2e9521bf4d006f60e279189f6d15405cd3a495c01a2dadbaced680b85aa2b9f0,c428901403363845aa1329dd6dbcd9a131e726f680cb5886e29b9eb95e0ab94d
US_6d3421be0f42fb2f6b,FAM_dad6af3dcb32226b,US,Michigan,Michigan Supreme Court,supreme,high,2006-07-19,475 Mich. 502,product_liability,product_liability,[],[],confirmatory,US_6d3421be0f42fb2f6b,False,[],7,en,3100,1688,3100,low,[],low,pass,pass,pass,pass,True,201bae34878d10712ace097e713f2e62ebf6a84cc8c70e71f5b44a2a600c0c73,e44a65fcc177c9b654bf847a5fe19d1d6d72c6c10e422a7728172a83f63d9605,779eb14bedd800293100727b4ac1a244c40aaa2b4df2a4427523fe128518a779,e44a65fcc177c9b654bf847a5fe19d1d6d72c6c10e422a7728172a83f63d9605
US_545cf69d7c7286aae7,FAM_d5f8b54b4fd91df2,US,Michigan,Michigan Supreme Court,supreme,high,2000-04-25,610 N.W.2d 900; 461 Mich. 703,product_liability,product_liability,[],[],confirmatory,US_545cf69d7c7286aae7,False,[],7,en,2008,1087,2008,low,[],low,pass,pass,pass,pass,True,c3a62ec39701a9845706d04b1533e065dc20883f23fef3b20f44650759810b41,64ff55361d224f2c5e3a51c2b5f04990f7f98c13c1e05be4190804ed3ceb3e0f,311df5b304cda2666c24174c573501be453483e2e8563454e56ca5aa048d02ef,64ff55361d224f2c5e3a51c2b5f04990f7f98c13c1e05be4190804ed3ceb3e0f
US_a072ff18b300a13dfd,FAM_48442cfdda74503f,US,Louisiana,Supreme Court of Louisiana,supreme,high,2010-02-12,27 So. 3d 280,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_a072ff18b300a13dfd,False,[],7,en,1674,1011,1674,low,[],low,pass,pass,pass,pass,True,d16c81095243809d7f3f0c67d562a0cb313e1cefbc45e81b07d0a047a233c150,00572ce623fa78a0aed3619d958eeb9cc8606e080a08c2c347739db79a8df833,0339708698d64204f12b2d6f2e325f81a011f3ac3af0c4525ab5e22a0352ed9c,00572ce623fa78a0aed3619d958eeb9cc8606e080a08c2c347739db79a8df833
US_6e861d05305c993ccb,FAM_683c0be61fbaa9f3,US,Louisiana,Supreme Court of Louisiana,supreme,high,2012-03-13,85 So. 3d 669,general_negligence_personal_injury,general_negligence_personal_injury,"[""respondeat_superior"",""wrongful_death""]","[""respondeat_superior"",""wrongful_death""]",confirmatory,US_6e861d05305c993ccb,False,[],7,en,2009,1230,2009,low,[],low,pass,pass,pass,pass,True,7132335a450bf7f6b8fac038c2d5f7c84b8f27e0106da0e464bfbfddac877777,76809999761f67042bd941521c2a6fab35e588702577e0bf251bc294947daf61,637ff000671dcac828624135a649ae52342fcd50765bd984e57a899687103d32,76809999761f67042bd941521c2a6fab35e588702577e0bf251bc294947daf61
US_39be177337afd8d1be,FAM_0e0fb8f5ca108181,US,Louisiana,Supreme Court of Louisiana,supreme,high,2004-11-19,888 So. 2d 768,general_negligence_personal_injury,general_negligence_personal_injury,[],[],confirmatory,US_39be177337afd8d1be,False,[],7,en,2471,1525,2471,low,[],low,pass,pass,pass,pass,True,e59428e6d58c59f15c12d887136854f2485f5a62d1879feaddad3bc58683dfc2,b6a55f84d6fc6c14fa6ba8d991b256ac055ee5469c534209849890ee78317c5b,180412e2c58efadbf9546784691e38cb2c37fde326aed94833c5e23467b2332e,b6a55f84d6fc6c14fa6ba8d991b256ac055ee5469c534209849890ee78317c5b
US_a0047ad180b5e21d95,FAM_e3ac1be0b5d37994,US,Louisiana,Supreme Court of Louisiana,supreme,high,2011-07-01,74 So. 3d 187,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death""]","[""wrongful_death""]",confirmatory,US_a0047ad180b5e21d95,False,[],7,en,1588,889,1588,low,[],low,pass,pass,pass,pass,True,af84eecdf5dfab2c38f6688c5b15cd31659952a91070625e35a88dab133abbeb,fe9a95b238cf3eba9e410c72fd10b9df95ef2a2fd6264f720a49b3ce4e3a8d3f,9865f5c91563a26e99d75029e0eef9629e57d715031d81387f22e4ab1b2a8dc2,fe9a95b238cf3eba9e410c72fd10b9df95ef2a2fd6264f720a49b3ce4e3a8d3f
US_0852f7949bcaa2bb53,FAM_4689a8cfe2f70487,US,Louisiana,Supreme Court of Louisiana,supreme,high,2007-01-26,951 So. 2d 138,general_negligence_personal_injury,general_negligence_personal_injury,"[""comparative_fault""]","[""comparative_fault""]",confirmatory,US_0852f7949bcaa2bb53,False,[],7,en,1772,1105,1772,low,[],low,pass,pass,pass,pass,True,31bac76658cc0e7633e82d70a3c0d84be969a1a4647bd3b24df8b62115909c3e,6ce4f8e1fe05d9db7fdcf9462814b73f91fcf1ef9b6080859cfdc70de15677b9,ce35389b771ee5eb6e74ce295dbddc7dc024585308ac4c22b70d2357716a227d,6ce4f8e1fe05d9db7fdcf9462814b73f91fcf1ef9b6080859cfdc70de15677b9
US_32ce5cc46af8c47b58,FAM_cd1634c7b2500203,US,Louisiana,Supreme Court of Louisiana,supreme,high,2005-12-21,916 So. 2d 87,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death"",""comparative_fault""]","[""wrongful_death"",""comparative_fault""]",confirmatory,US_32ce5cc46af8c47b58,False,[],7,en,1740,1045,1740,low,[],low,pass,pass,pass,pass,True,6758cdbd923ac15a848b668c31812d4c77581bcb2e4a46173cdc49eaec8e86de,d01f784b1a56f6e483213b7c70359fe8550c04d81990d3d46f2cb34b775c428d,e3529059173f105f32c2401efb396b606e66db0a28aa743a7d0a21ef78fa38bd,d01f784b1a56f6e483213b7c70359fe8550c04d81990d3d46f2cb34b775c428d
US_162eb334cc7d5a8b91,FAM_4dd54b3de04bff77,US,Louisiana,Supreme Court of Louisiana,supreme,high,2003-10-21,859 So. 2d 671,general_negligence_personal_injury,general_negligence_personal_injury,"[""comparative_fault"",""intentional_misconduct""]","[""comparative_fault"",""intentional_misconduct""]",development,US_162eb334cc7d5a8b91,False,[],7,en,2066,1143,2066,low,[],low,pass,pass,pass,pass,True,386483e0f591fa71b733baa2b11f68ed4f785da30b79bb5dbc9ef293d36e3de7,a7792cdf73c1f00d033b73c32596db8955125a7a0cf96c03a6bb2eef015315bc,ae122f96905ec814fa27e1ba97af99ad9b44727ef77e05871fb88af092e07a89,a7792cdf73c1f00d033b73c32596db8955125a7a0cf96c03a6bb2eef015315bc
US_eafeabebaffbba2c82,FAM_9ae65c96468e8dd2,US,Louisiana,Supreme Court of Louisiana,supreme,high,2004-07-02,877 So. 2d 970,general_negligence_personal_injury,general_negligence_personal_injury,"[""wrongful_death"",""comparative_fault""]","[""wrongful_death"",""comparative_fault""]",confirmatory,US_eafeabebaffbba2c82,False,[],7,en,724,425,724,low,[],low,pass,pass,pass,pass,True,e208607d859b505de3df45689c974f46d751aca33267c939deeccc2331ec5eb0,cee443d6215cc3e2cbc4d33150644b8fb333baf5bd62f5d33bb6ebf902398572,92c8c37c2072060e2cc6e66715e966a32b7f731c5e86eb744ac630fe503a097d,cee443d6215cc3e2cbc4d33150644b8fb333baf5bd62f5d33bb6ebf902398572
US_a83924c6ae07314b33,FAM_780306e8f2e648be,US,Louisiana,Supreme Court of Louisiana,supreme,high,2002-02-26,815 So. 2d 1,general_negligence_personal_injury,general_negligence_personal_injury,"[""intentional_misconduct""]","[""intentional_misconduct""]",confirmatory,US_a83924c6ae07314b33,False,[],7,en,3517,2070,3517,low,[],low,pass,pass,pass,pass,True,d802dfb1a1c256a2a6444633893739cd79bf25cc88826f7c6c39e2a868cf228e,391c1d8feba7a7db27bc39f6899cd8ed96535b164a06e9fb80443215a83495a8,76fc9d3986427afe19e76628c253503549b9596b796a70424b6516a255b92c86,391c1d8feba7a7db27bc39f6899cd8ed96535b164a06e9fb80443215a83495a8
US_8273a9a891358bad5d,FAM_0f85f9d550ad7c96,US,Louisiana,Supreme Court of Louisiana,supreme,high,2011-04-01,61 So. 3d 507,general_negligence_personal_injury,general_negligence_personal_injury,"[""punitive_or_multiple_damages_salient""]","[""punitive_or_multiple_damages_salient""]",development,US_8273a9a891358bad5d,False,[],7,en,1348,759,1348,low,[],low,pass,pass,pass,pass,True,45140a7b1e7e8952c6939bf2527dbc10349bdb94ccc1ad127a7390a392990b36,efc176adc6435b41b8d738febf967169fbedade51f8fb648d7d111c6446bf6f0,aead2cc6c25afae97585ef99ba55c2ea1baaa420a6f1de5d61b95d4569c96bc8,efc176adc6435b41b8d738febf967169fbedade51f8fb648d7d111c6446bf6f0
US_bf6cccdd9b8a33c4a5,FAM_73590367728513c7,US,Louisiana,Supreme Court of Louisiana,supreme,high,2000-04-25,759 So. 2d 51,general_negligence_personal_injury,general_negligence_personal_injury,"[""vicarious_liability"",""respondeat_superior""]","[""vicarious_liability"",""respondeat_superior""]",confirmatory,US_bf6cccdd9b8a33c4a5,False,[],7,en,1412,898,1412,low,[],low,pass,pass,pass,pass,True,421d31799f2fb8f6c42e3f697eb6e31efaa32a45cbc0d5ffe43de7288c44e375,6add9422e5c151946c64cf8082d798cb3231cb5f5f579153241e221c802300dc,c7f61d576bda2c92863e9b71ae78faf7908724f28295cd4be9267722205396e5,6add9422e5c151946c64cf8082d798cb3231cb5f5f579153241e221c802300dc
